id_parc;nom_usuel;code_insee;nom_commune;code_dept;code_reg;date_delivrance_recipisse_prefecture;date_depot_demande_autorisation;date_delivrance_avis_autorite_environnementale;date_delivrance_rejet;date_delivrance_autorisation;date_delivrance_refus;date_debut_construction;date_mise_en_service;date_debut_demantelement;date_cessation_activite;etat_parc;statut_admin;statut_parc;date_arrete_prefectoral_complementaire;contentieux;repowering;repowering_substantiel;repowering_notable;type;date_depot_demande_autorisation_repowering;date_repowering;date_delivrance_avis_autorite_environnementale_repowering;date_delivrance_autorisation_repowering;nom_exploitant;siret;date_maj
0007209334;Parc éolien DES COURTIBEAUX;86234;ST MARTIN L ARS;86;75;;2012-10-04;2013-09-30;;2013-10-21;;2016-10-01;2018-04-10;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Greensolver;530200807;2022-10-22
0007209362;Société d'Exploitation du Parc Eolien de Souvigné;79319;SOUVIGNE;79;75;;2006-07-28;2008-04-18;;2008-04-18;;2010-12-10;2011-10-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-03
0007209375;Parc éolien de Pliboux;79212;PLIBOUX;79;75;;2013-11-05;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Parc éolien de Pliboux;49812489000027;2022-09-24
0007209383;SAS Eole 79;79079;MAULEON;79;75;;2005-03-11;2007-12-09;;2007-12-10;;2007-12-17;2008-12-29;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0007209383;SAS Eole 79;79235;SAINT-AMAND-SUR-SEVRE;79;75;;2005-03-11;2007-12-09;;2007-12-10;;2007-12-17;2008-12-29;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0007209384;SAS Eole 79;79255;ST GERMAIN DE LONGUE CHAUME;79;75;;2005-03-30;2007-12-09;;2007-12-10;;2007-12-17;2009-01-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0007209389;Perfect Wind SAS;79332;TRAYES;79;75;;2007-09-26;;;;;;2011-01-15;;;;Autorisation;En instruction;;;;;;;;;;;Perfect Wind, EDF Renouvelables France;;2022-10-22
0007209416;Ferme éolienne d'Antezant-la-Chapelle;17013;ANTEZANT LA CHAPELLE;17;75;;2012-04-06;2014-11-18;;2016-01-28;;;2019-06-06;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Ferme éolienne d'Antezant la Chapelle (SAS);52748962900016;2022-10-18
0007209425;LES EOLIENNES DE ST FRAIGNE_;16317;ST FRAIGNE;16;75;;2005-08-08;2006-11-28;;2006-11-29;;2010-01-25;2011-03-31;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-14
0007209426;SARL SAULGOND GC;16363;SAULGOND;16;75;;2007-01-18;;;;;2009-07-28;2011-01-18;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-05
0007209427;SNC ENERGIE EOLIENNE DERVAL;16401;VERVANT;16;75;;2005-12-09;2006-07-21;;2006-12-13;;2008-02-01;2008-09-30;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;SNC Ferme Eolienne de Xambes;;2022-10-21
0007209427;SNC ENERGIE EOLIENNE DERVAL;16423;XAMBES;16;75;;2005-12-09;2006-07-21;;2006-12-13;;2008-02-01;2008-09-30;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;SNC Ferme Eolienne de Xambes;;2022-10-21
0007209428;Bernay;17043;BERNAY ST MARTIN;17;75;;2004-05-19;;;;;;2007-07-07;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-11
0007209436;Le Teillat;79061;CELLES-SUR-BELLE;79;75;;2012-06-29;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-12
0007209436;Le Teillat;79295;SAINT-ROMANS-LES-MELLE;79;75;;2012-06-29;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-12
0007209440;Energies Eolienne des Hauteurs de Gâtine;79342;VERNOUX EN GATINE;79;75;;2007-06-08;;;;;;2011-01-20;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-12
0007209441;SAINT CREPIN;17321;ST CREPIN;17;75;;2002-10-08;;;;;;2004-09-23;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-11
0007209443;SERGIES SEML;86053;CHAMPIGNY EN ROCHEREAU;86;75;;2005-03-15;2005-05-20;;2006-07-13;;2007-01-17;2008-03-10;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-09
0007209444;FERME EOLIENNE ST PIERRE MAILLE 1;86236;ST PIERRE DE MAILLE;86;75;;2005-06-07;2009-03-03;;2009-05-04;;2010-01-01;2010-10-22;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Ferme Eolienne St Pierre Maille 1;48264480400023;2022-10-26
0007209445;FERME EOLIENNE ST PIERRE MAILLE 2;86236;ST PIERRE DE MAILLE;86;75;;2008-09-04;;;;;;2010-11-06;;;;Autorisation;En instruction;;;;;;;;;;;WPO SAS;48264475400020;2022-10-22
0007209467;Centrale éolienne de Nachamps-Courant;17124;COURANT;17;75;;2014-05-04;;;;;2017-12-15;2018-02-15;;;;Autorisation;En instruction;;;;;;;;;;;Centrale Éolienne De Nachamps-Courant;53523136900013;2022-10-04
0007209467;Centrale éolienne de Nachamps-Courant;17254;NACHAMPS;17;75;;2014-05-04;;;;;2017-12-15;2018-02-15;;;;Autorisation;En instruction;;;;;;;;;;;Centrale Éolienne De Nachamps-Courant;53523136900013;2022-10-04
0007209475;SNC Ferme Eolienne des Combusins;16361;SALLES DE VILLEFAGNAN;16;75;;2005-12-06;;;;;2008-02-01;2008-08-07;;;;Autorisation;En instruction;;;;;;;;;;;SNC Ferme Eolienne des Combusins;;2022-10-21
0007209481;Ferme éolienne de St Martin lès Melle;79174;MELLE;79;75;;2004-07-15;;;2006-02-02;;2009-08-14;2009-11-12;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-09-29
0007209497;Parc éolien SOCPE CHAMPS CHAGNOTS;86123;BOIVRE-LA-VALLEE;86;75;;2010-03-24;2016-01-29;;2016-02-18;;2016-03-01;2017-01-03;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-14
0007209518;Ferme éolienne de Marsais 1;17221;MARSAIS;17;75;;2005-07-15;;;2009-09-04;;2014-10-06;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-20
0007209519;Ferme éolienne de Marsais 2;17221;MARSAIS;17;75;;2005-07-15;;;2009-09-04;;2014-10-06;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-20
0007209525;FONTENILLE;16141;FONTENILLE;16;75;;2015-03-11;;;;;;2017-09-14;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-11
0007209529;ADRIERS Energies;86001;ADRIERS;86;75;;2007-05-24;2011-11-16;;2012-07-27;;2014-02-19;2014-12-31;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0007209530;Terres Froides Energies;86001;ADRIERS;86;75;;2007-05-24;2007-07-16;;2012-07-27;;2014-03-01;2015-09-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-19
0007209531;Bouresse Energies;86034;BOURESSE;86;75;;2008-12-22;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-18
0007209531;Bouresse Energies;86276;USSON DU POITOU;86;75;;2008-12-22;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-18
0007209532;Usson Energies;86276;USSON DU POITOU;86;75;;2011-03-11;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-18
0007209533;Mont joubert energies;86136;LIZANT;86;75;;2006-10-09;2006-12-18;;2008-04-30;;2013-08-25;2014-02-05;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-14
0007209533;Mont joubert energies;86231;SAINT-MACOUX;86;75;;2006-10-09;2006-12-18;;2008-04-30;;2013-08-25;2014-02-05;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-14
0007209533;Mont joubert energies;86220;ST GAUDENT;86;75;;2006-10-09;2006-12-18;;2008-04-30;;2013-08-25;2014-02-05;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-14
0007209533;Mont joubert energies;86295;VOULEME;86;75;;2006-10-09;2006-12-18;;2008-04-30;;2013-08-25;2014-02-05;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-14
0007209534;grand champs energies ;86136;LIZANT;86;75;;2006-10-09;2006-12-18;;2008-04-30;;2013-08-05;2014-02-25;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-14
0007209534;grand champs energies ;86231;SAINT-MACOUX;86;75;;2006-10-09;2006-12-18;;2008-04-30;;2013-08-05;2014-02-25;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-14
0007209534;grand champs energies ;86295;VOULEME;86;75;;2006-10-09;2006-12-18;;2008-04-30;;2013-08-05;2014-02-25;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-14
0007209535;ENERCON;86139;LUSIGNAN;86;75;;2008-03-13;;;;;;2010-06-03;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-27
0007209537;Lusignan;86139;LUSIGNAN;86;75;;2006-07-28;2006-08-30;;2007-11-06;;2012-04-01;2012-09-08;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-15
0007209549;CEE PARC EOLIEN ST.MANDE;17358;ST MANDE SUR BREDOIRE;17;75;;2003-08-11;;;2010-02-16;;2014-03-24;2014-10-26;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0007209557;SOUDAN ENERGIES;79201;PAMPROUX;79;75;;2010-12-14;2011-04-10;;2011-04-11;;2012-01-09;2012-11-16;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0007209557;SOUDAN ENERGIES;79316;SOUDAN;79;75;;2010-12-14;2011-04-10;;2011-04-11;;2012-01-09;2012-11-16;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0007209558;Centrale éolienne Ardin Deux-Sèvres SARL;79012;ARDIN;79;75;;2007-06-22;;;2008-10-13;;2012-03-12;2014-04-04;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0007209562;FERME EOLIENNE DE MOQUEPANIER;16377;LA TACHE;16;75;;2009-12-21;2011-03-25;;2012-01-05;;2013-02-18;2013-12-27;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Ferme Eolienne De Moquepanier;515149367;2022-11-10
0007209562;FERME EOLIENNE DE MOQUEPANIER;16336;SAINT-MARY;16;75;;2009-12-21;2011-03-25;;2012-01-05;;2013-02-18;2013-12-27;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Ferme Eolienne De Moquepanier;515149367;2022-11-10
0007209562;FERME EOLIENNE DE MOQUEPANIER;16300;VAL-DE-BONNIEURE;16;75;;2009-12-21;2011-03-25;;2012-01-05;;2013-02-18;2013-12-27;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Ferme Eolienne De Moquepanier;515149367;2022-11-10
0007209566;La Tourette 2;79174;MELLE;79;75;;2013-11-06;2015-02-26;;2016-04-28;;2017-10-23;2018-08-17;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-12
0007209571;Aunis Energie;17158;FERRIERES;17;75;;2005-04-12;2010-10-24;;2012-08-23;;2016-10-03;2017-12-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-10
0007209571;Aunis Energie;17322;SAINT-CYR-DU-DORET;17;75;;2005-04-12;2010-10-24;;2012-08-23;;2016-10-03;2017-12-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-10
0007209571;Aunis Energie;17349;SAINT-JEAN-DE-LIVERSAY;17;75;;2005-04-12;2010-10-24;;2012-08-23;;2016-10-03;2017-12-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-10
0007209581;WPD Energie 21 Poitou-Charentes;79074;LA CHAPELLE-POUILLOUX;79;75;;2012-03-08;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-18
0007209581;WPD Energie 21 Poitou-Charentes;79152;LORIGNE;79;75;;2012-03-08;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-18
0007209581;WPD Energie 21 Poitou-Charentes;79175;MELLERAN;79;75;;2012-03-08;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-18
0007209581;WPD Energie 21 Poitou-Charentes;79140;VALDELAUME;79;75;;2012-03-08;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-18
0007209611;PARC EOLIEN DE OYRE SAINT SAUVEUR;86186;OYRE;86;75;;2007-06-15;2008-01-02;;2009-12-17;;2012-08-22;2013-05-27;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Parc Eolien De Oyre Saint Sauveur;49143077300029;2022-10-26
0007209611;PARC EOLIEN DE OYRE SAINT SAUVEUR;86245;SENILLE ST SAUVEUR;86;75;;2007-06-15;2008-01-02;;2009-12-17;;2012-08-22;2013-05-27;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Parc Eolien De Oyre Saint Sauveur;49143077300029;2022-10-26
0007209622;Ferme éolienne des Touches de Périgny;17176;GIBOURNE;17;75;;2012-09-10;2014-11-19;;2016-01-28;;2021-03-23;2022-09-06;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-03
0007209622;Ferme éolienne des Touches de Périgny;17451;LES TOUCHES-DE-PERIGNY;17;75;;2012-09-10;2014-11-19;;2016-01-28;;2021-03-23;2022-09-06;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-03
0007209663;TIERCELINE ENERGIES;17383;ST PIERRE DE JUILLERS;17;75;;2003-08-01;2012-01-26;;2013-01-28;;2016-11-07;2017-11-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-20
0007209673;Ferme éolienne de Périgné;79204;PERIGNE;79;75;;2012-10-12;2014-11-02;;2015-08-04;;2017-01-05;2017-09-12;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-29
0007209740;SAINT-GENEROUX;79141;IRAIS;79;75;;2012-12-21;;;;;;2019-09-30;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-11
0007209740;SAINT-GENEROUX;79252;ST GENEROUX;79;75;;2012-12-21;;;;;;2019-09-30;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-11
0007209741;Centrale Eolienne de la Verte Epine;16195;LUSSAC;16;75;;2012-12-17;;;;;2021-10-01;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-25
0007209741;Centrale Eolienne de la Verte Epine;16245;NIEUIL;16;75;;2012-12-17;;;;;2021-10-01;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-25
0007210029;Rochereau 2;86053;CHAMPIGNY EN ROCHEREAU;86;75;;2013-05-13;2014-10-09;;2014-10-31;;2016-02-22;2017-04-24;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Sergies;437568782;2022-09-09
0007210117;Ferme Eolienne de Brillac-Oradour Fanais;16065;BRILLAC;16;75;;2013-05-28;2013-10-22;;2014-11-06;;2020-07-20;2021-05-16;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-28
0007210117;Ferme Eolienne de Brillac-Oradour Fanais;16249;ORADOUR-FANAIS;16;75;;2013-05-28;2013-10-22;;2014-11-06;;2020-07-20;2021-05-16;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-28
0007210699;WPD II POITOU-CHARENTES SAS;79095;CLUSSAIS LA POMMERAIE;79;75;;2013-12-12;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-18
0007210731;ABO Wind France;86181;NUEIL-SOUS-FAYE;86;75;;2013-12-23;2015-02-20;;2018-04-25;;2022-08-01;;;;En construction;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-04
0007210902;ENERGIE TIPER EOLIEN SAS;79157;LOUZY;79;75;;2004-03-20;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energie Tiper Eolien Sas;50403140200028;2022-10-18
0007210902;ENERGIE TIPER EOLIEN SAS;79265;SAINT-LEGER-DE-MONTBRUN;79;75;;2004-03-20;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energie Tiper Eolien Sas;50403140200028;2022-10-18
0007210902;ENERGIE TIPER EOLIEN SAS;79329;THOUARS;79;75;;2004-03-20;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energie Tiper Eolien Sas;50403140200028;2022-10-18
0007211144;Parc éolien Saint Pierre de Maillé 3;86236;ST PIERRE DE MAILLE;86;75;;2015-02-06;;;2015-09-08;;2016-12-09;2017-10-26;;;;Autorisation;En instruction;;;;;;;;;;;WPO SAS;;2022-10-22
0007211281;Parc éolien de BAIGNES ;16025;BAIGNES-SAINTE-RADEGONDE;16;75;;2014-08-21;2015-08-04;;2018-03-21;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-19
0007211442;Ferme Eolienne de la Plaine;16095;CHENON;16;75;;2014-11-05;2016-02-16;;2017-07-27;;2019-10-21;2021-01-20;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-21
0007211533;Parc Eolien de ST LOUP DE SAINTONGE;17356;SAINT-LOUP;17;75;;2014-12-22;2015-10-26;;2018-10-23;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;SOCIETE D'EXPLOITATION DU PARC EOLIEN DE SAINT-LOUP DE SAINTONGE;;2022-10-25
0007211941;Parc éolien de Plaisance;86192;PLAISANCE;86;75;;2015-07-10;2016-06-19;;2018-11-15;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-05
0007211960;Tout vent energies;17087;CHANTEMERLE-SUR-LA-SOIE;17;75;;2015-07-30;2016-04-25;;2018-07-04;;2020-09-21;2021-08-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-16
0007211960;Tout vent energies;17450;TORXE;17;75;;2015-07-30;2016-04-25;;2018-07-04;;2020-09-21;2021-08-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-16
0007211981;Centrale Eolienne de Varaize;17459;VARAIZE;17;75;;2018-11-30;;;;;2021-01-12;2022-07-12;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-20
0007211997;CEPE LES LORETTES;16029;BARDENAC;16;75;;2015-09-01;2016-05-21;;2018-04-16;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;CEPE LES LORETTES;83478136100029;2022-10-22
0007211997;CEPE LES LORETTES;16066;BROSSAC;16;75;;2015-09-01;2016-05-21;;2018-04-16;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;CEPE LES LORETTES;83478136100029;2022-10-22
0007211997;CEPE LES LORETTES;16357;SAINT-VALLIER;16;75;;2015-09-01;2016-05-21;;2018-04-16;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;CEPE LES LORETTES;83478136100029;2022-10-22
0007211997;CEPE LES LORETTES;16424;YVIERS;16;75;;2015-09-01;2016-05-21;;2018-04-16;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;CEPE LES LORETTES;83478136100029;2022-10-22
0007212013;LE VENT DE LA JAVIGNE;86097;LA FERRIERE-AIROUX;86;75;;2017-10-26;;;;;2018-04-26;2021-07-08;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-14
0007212161;Parc éolien de la benitiere;86200;PRESSAC;86;75;;2015-10-19;2018-05-16;;2019-04-02;;2022-02-21;;;;En construction;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-21
0007212162;Parc Eolien CHAMPS CARRéS;86213;ROUILLE;86;75;;2015-10-26;2017-02-17;;2018-06-15;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;Q ENERGY FRANCE;42337933800035;2022-10-27
0007212198;PARC EOLIEN TERRIER DE LA POINTE;16025;BAIGNES-SAINTE-RADEGONDE;16;75;;2015-10-30;2016-06-15;;2018-04-16;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;Q ENERGY FRANCE;42337933800035;2022-10-28
0007212198;PARC EOLIEN TERRIER DE LA POINTE;16079;CHANTILLAC;16;75;;2015-10-30;2016-06-15;;2018-04-16;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;Q ENERGY FRANCE;42337933800035;2022-10-28
0007212237;TURGON ENERGIE SAS;16389;TURGON;16;75;;2016-01-01;;;;;;2022-09-12;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-15
0007300632;TERRAZZONE;2B159;MERIA;2B;94;;2005-12-14;2007-09-25;;2021-05-25;;2018-10-08;;;;En construction;Autorisation;Autorisé;;;true;true;;S;;2022-10-14;;;Exploitant anonymisé;;2022-10-25
0010011439;Parc éolien de la Champagne Berrichonne;36003;AMBRAULT;36;24;;2011-12-15;2013-07-23;;2015-09-24;;;2017-09-15;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;;2022-09-29
0010011439;Parc éolien de la Champagne Berrichonne;36248;VOUILLON;36;24;;2011-12-15;2013-07-23;;2015-09-24;;;2017-09-15;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;;2022-09-29
0010011452;Ferme Eolienne de Massay II;18140;MASSAY;18;24;;2011-12-21;2013-02-08;;2013-12-05;;2016-02-29;2017-01-23;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Ferme Eolienne De Massay Ii;53522420800012;2022-10-19
0010011510;PARC DE GRENEVILLE-EN- BEAUCE;45160;GRENEVILLE EN BEAUCE;45;24;;2007-12-13;;;;;2007-12-17;2008-08-07;;;;Autorisation;En instruction;;;;;;;;;;;VERGNET SA;;2022-06-22
0010011513;PARC EOLIEN DE LA BRUYERE SAS;41017;BINAS;41;24;;2003-11-16;2003-12-16;;2004-07-16;;2005-11-23;2006-10-23;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-15
0010011514;PARC EOLIEN LES MARDEAUX;41173;BEAUCE LA ROMAINE;41;24;;2003-11-05;2003-12-16;;2004-07-16;;;2006-10-23;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-15
0010011514;PARC EOLIEN LES MARDEAUX;41141;MOISY;41;24;;2003-11-05;2003-12-16;;2004-07-16;;;2006-10-23;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-15
0010011530;LES BOIS DE SAINT MARTIN DE LAMPS;36093;LEVROUX;36;24;;2012-12-14;2013-04-16;;2014-04-22;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-11-03
0010011547;BORALEX - Préveranges / Saint-Saturnin;18187;PREVERANGES;18;24;;2012-04-04;2013-08-14;;2019-10-14;;2022-08-16;;;;En construction;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0010011547;BORALEX - Préveranges / Saint-Saturnin;18234;SAINT-SATURNIN;18;24;;2012-04-04;2013-08-14;;2019-10-14;;2022-08-16;;;;En construction;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0010011553;EOLIENNES de Gréneville SAS;45160;GRENEVILLE EN BEAUCE;45;24;;2012-02-20;;;;;;2013-09-01;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-13
0010011561;SAS Parc Eolien de Sainbois;45326;TOURNOISIS;45;24;;2002-12-05;;;2004-07-21;;2005-07-05;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-12
0010011570;Parc Eolien des Bornes de Cerqueux SAS;45134;EPIEDS EN BEAUCE;45;24;;2002-11-26;;;2004-07-21;;2005-07-05;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-12
0010011654;FERME EOLIENNE DE LA GRANDE PIECE;28215;LOUVILLE LA CHENARD;28;24;;2010-12-10;2011-04-11;;2012-02-01;;2016-12-07;2017-11-03;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-19
0010011661;Roinville;28317;ROINVILLE;28;24;;2005-03-07;;;;;;2006-12-01;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-13
0010011666;FERME EOLIENNE DE LA MADELEINE SAS;28108;CORMAINVILLE;28;24;;2013-01-10;;;;;2015-07-17;2016-04-04;;;;Autorisation;En instruction;;;;;;;;;;;Steag New Energies GmbH;49786108800035;2022-10-29
0010011666;FERME EOLIENNE DE LA MADELEINE SAS;28114;COURBEHAYE;28;24;;2013-01-10;;;;;2015-07-17;2016-04-04;;;;Autorisation;En instruction;;;;;;;;;;;Steag New Energies GmbH;49786108800035;2022-10-29
0010011666;FERME EOLIENNE DE LA MADELEINE SAS;28190;GUILLONVILLE;28;24;;2013-01-10;;;;;2015-07-17;2016-04-04;;;;Autorisation;En instruction;;;;;;;;;;;Steag New Energies GmbH;49786108800035;2022-10-29
0010011667;PARC EOLIEN DES TROIS MUIDS;28382;TERMINIERS;28;24;;2002-12-03;;;2003-08-08;;;;;;;Autorisation;En instruction;;;;;;;;;;;PARC EOLIEN DES TROIS MUIDS;45017720900050;2022-10-12
0010011668;BORALEX - Parc éolien Evits et Josaphat Repowering;28215;LOUVILLE LA CHENARD;28;24;;2018-01-31;2019-02-27;;2019-07-26;;2021-07-01;2022-09-27;;;En exploitation;Autorisation;Autorisé;;;true;true;;S;2018-01-31;2022-10-12;2019-02-27;2019-07-26;Evits et Josaphat Repowering SARL;48007473100047;2022-11-09
0010011669;BORALEX - Parc éolien de la Remise de Reclainville;28215;LOUVILLE LA CHENARD;28;24;;2018-01-31;2019-02-27;;2019-07-26;;2021-07-01;2022-10-26;;;En exploitation;Autorisation;Autorisé;;;true;true;;S;2018-01-31;2022-10-12;;;Remise Reclainville Repowering SAS;48171710600043;2022-11-09
0010011670;PARC EOLIEN DE BLANCFOSSE;28199;JANVILLE-EN-BEAUCE;28;24;;2004-08-10;;;2005-04-26;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-12
